,movieId,title,genres,imdbId,tmdbId,adult,origin_country,original_title,popularity,production_companies,production_countries,release_date,spoken_languages,tagline,vote_average,vote_count,cast
21953,5294,Frailty (2001),Crime|Drama|Thriller,264616,12149.0,False,US,Frailty,2.6288,"Cinerenta, David Kirschner Productions, American Entertainment Partners L.P., Lionsgate","Germany, United States of America, Italy",2002-04-12,English,No soul is safe.,6.978,1194,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary"
21954,5295,New Best Friend (2002),Drama|Thriller,191074,44373.0,False,US,New Best Friend,1.7848,FGM Entertainment,United States of America,2002-04-12,English,How far would you go to fit in?,4.9,37,"Mia Kirshner, Meredith Monroe, Dominique Swain, Rachel True"
21955,5296,"Sweetest Thing, The (2002)",Comedy|Romance,253867,11812.0,False,US,The Sweetest Thing,2.4312,Konrad Pictures,United States of America,2002-04-12,English,A romantic comedy without the sugar.,5.57,1120,"Cameron Diaz, Christina Applegate, Selma Blair, Thomas Jane"
21956,5297,"Cat's Meow, The (2002)",Drama|Thriller,266391,35080.0,False,GB,The Cat's Meow,2.9485,"Lionsgate, CP Medien, Bieber+Lewis Productions","Germany, United Kingdom, United States of America",2001-10-08,English,Some secrets won't stay buried.,5.8,116,"Kirsten Dunst, Edward Herrmann, Eddie Izzard, Cary Elwes"
21957,5298,Human Nature (2001),Comedy|Romance,219822,441.0,False,US,Human Nature,5.04,"StudioCanal, Fine Line Features, Good Machine, Beverly Detroit Studios, Partizan","France, United States of America",2001-09-12,English,In the Interest of Civilization… Conform.,6.0,267,"Tim Robbins, Patricia Arquette, Rhys Ifans, Miranda Otto"
21958,5299,My Big Fat Greek Wedding (2002),Comedy|Romance,259446,8346.0,False,CA,My Big Fat Greek Wedding,6.2437,"Gold Circle Films, HBO, MPH Entertainment Productions, Playtone","Canada, United States of America",2002-04-19,"ελληνικά, English",Love is here to stay... so is her family.,6.497,2165,"Nia Vardalos, John Corbett, Lainie Kazan, Michael Constantine"
21959,5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,50086,14168.0,False,US,3:10 to Yuma,2.2889,Columbia Pictures,United States of America,1957-08-07,English,The lonesome whistle of a train... bringing the gallows closer to a desperado... the showdown nearer to his captor!,7.246,374,"Glenn Ford, Van Heflin, Felicia Farr, Leora Dana"
21960,5301,Bite the Bullet (1975),Action|Adventure|Western,72705,32617.0,False,US,Bite the Bullet,3.8534,"Persky-Bright Productions, Vista, Columbia Pictures",United States of America,1975-09-26,"Español, English",,6.398,113,"Gene Hackman, Candice Bergen, James Coburn, Ben Johnson"
21961,5302,Breakout (1975),Action|Adventure,72737,31671.0,False,US,Breakout,3.5798,Columbia Pictures,United States of America,1975-05-21,"Español, English",Sentenced to 28 years in prison for a crime he never committed. Only two things can get him out - A lot of money and Charles Bronson!,6.3,102,"Charles Bronson, Robert Duvall, Jill Ireland, Randy Quaid"
21962,5303,Joe Versus the Volcano (1990),Comedy|Romance,99892,2565.0,False,US,Joe Versus the Volcano,1.2154,"Amblin Entertainment, Warner Bros. Pictures",United States of America,1990-03-09,English,An average Joe. An adventurous comedy.,5.8,539,"Tom Hanks, Meg Ryan, Lloyd Bridges, Dan Hedaya"
21963,5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War,38890,307.0,False,IT,Roma città aperta,3.0507,Excelsa Film,Italy,1945-10-08,"Italiano, Latin, Deutsch",Our battle has barely begun.,8.017,905,"Aldo Fabrizi, Marcello Pagliero, Harry Feist, Anna Magnani"
21964,5305,Return of the Killer Tomatoes! (1988),Comedy|Horror|Sci-Fi,95989,15482.0,False,US,Return of the Killer Tomatoes!,0.7714,"Transatlantic Entertainment, Four Square Productions, Tomatos II",United States of America,1988-04-22,English,"They were out for blood, and rotten to the core. Now they're back ...",5.73,230,"Anthony Starke, George Clooney, Karen M. Waldron, John Astin"
21965,5306,Return to Horror High (1987),Horror,93854,45878.0,False,US,Return to Horror High,3.5291,"New World Pictures, Balcor Film Investors",United States of America,1987-01-28,English,School spirit has never been this dead.,5.3,169,"Lori Lethin, Brendan Hughes, Alex Rocco, Scott Jacoby"
21966,5307,Taking Care of Business (1990),Comedy,103035,6393.0,False,US,Taking Care of Business,4.2073,"Silver Screen Partners, Hollywood Pictures",United States of America,1990-08-16,English,You are who you pretend to be.,6.3,169,"Jim Belushi, Charles Grodin, Anne DeSalvo, Loryn Locklin"
21967,5308,Three Men and a Baby (1987),Comedy,94137,12154.0,False,US,3 Men and a Baby,1.7414,"Touchstone Pictures, Interscope Communications, Silver Screen Partners III",United States of America,1987-11-27,English,They changed her diapers. She changed their lives.,6.2,1017,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis"
21968,5309,Three Men and a Little Lady (1990),Comedy|Romance,98966,11630.0,False,US,3 Men and a Little Lady,4.2261,"Touchstone Pictures, Interscope Communications",United States of America,1990-11-21,English,,5.9,540,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis"
21969,5310,Transylvania 6-5000 (1985),Comedy|Horror,90196,25133.0,False,US,Transylvania 6-5000,2.577,"Jadran Film, Balcor Film Investors, Dow Chemical Company, New World Pictures","United States of America, Yugoslavia",1985-11-08,English,"WANTED: Two thrill-seeking reporters, brains optional, looking to dig up the story of the century. For information call...",5.3,148,"Jeff Goldblum, Joseph Bologna, Ed Begley Jr., Carol Kane"
21970,5311,"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller,81738,21970.0,False,US,The Watcher in the Woods,0.8133,Walt Disney Productions,"United Kingdom, United States of America",1980-04-17,English,It was just an innocent game until a young girl vanished...for thirty years.,5.947,142,"Bette Davis, Lynn-Holly Johnson, Kyle Richards, Carroll Baker"
21971,5312,Murder by Numbers (2002),Crime|Thriller,264935,11892.0,False,US,Murder by Numbers,2.2801,"Castle Rock Entertainment, Schroeder Hoffman Productions, Warner Bros. Pictures",United States of America,2002-04-19,English,The only flaw in their plan was her.,6.146,1052,"Sandra Bullock, Ben Chaplin, Ryan Gosling, Michael Pitt"
21972,5313,"Scorpion King, The (2002)",Action|Adventure|Fantasy,277296,9334.0,False,US,The Scorpion King,8.3254,"Universal Pictures, Alphaville Films, Kalima Productions, WWE Studios","United States of America, Germany, Belgium",2002-04-18,"English, Italiano, Deutsch, ภาษาไทย",Warrior. Legend. King.,5.585,3182,"Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu"
21973,5314,Behind the Sun (Abril Despedaçado) (2001),Drama,291003,36093.0,False,CH,Abril Despedaçado,0.936,"Bac Films, Dan Valley Film AG, Haut et Court","France, Switzerland",2001-12-12,Português,,7.297,118,"Rodrigo Santoro, José Dumont, Rita Assemany, Luiz Carlos Vasconcelos"
21974,5315,Chelsea Walls (2001),Drama,226935,35694.0,False,US,Chelsea Walls,2.1696,"IFC Productions, InDigEnt, Killer Films, Under the Influence Productions",United States of America,2001-09-21,English,,5.0,20,"Bianca Hunter, Kevin Corrigan, Rosario Dawson, Matthew Del Negro"
21975,5316,Enigma (2001),Romance|Thriller,157583,10491.0,False,GB,Enigma,1.5128,"Senator Film, Meespierson Film CV, Intermedia, Jagged Films, Broadway Video","United Kingdom, United States of America, Germany",2001-01-22,"Deutsch, English",Unlock the secret.,6.361,303,"Dougray Scott, Kate Winslet, Saffron Burrows, Jeremy Northam"
21976,5317,"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)",Drama,239507,70054.0,False,FR,Les filles ne savent pas nager,0.1706,"Conseil Régional de Bretagne, PROCIREP, Sépia Productions, YMC Productions, CNC",France,2000-10-18,Français,,4.1,15,"Isild Le Besco, Karen Alyx, Pascal Elso, Marie Rivière"
21977,5318,Joshua (2002),Drama,271582,18323.0,False,US,Joshua,1.5636,"Crusader Entertainment, Epiphany Films LLC, Feelmax","Italy, United States of America",2002-04-19,English,,6.4,21,"Tony Goldwyn, F. Murray Abraham, Kurt Fuller, Stacy Edwards"
21978,5319,Nine Queens (Nueve reinas) (2000),Crime|Thriller,247586,18079.0,False,AR,Nueve reinas,3.5947,"Patagonik, FX Sound, Industrias Audiovisuales Argentinas S.A., J.Z. & Asociados, Kodak Argentina S.A., INCAA, Naya Films SA",Argentina,2000-08-31,Español,If you think you've got it figured out... you've been conned.,7.8,734,"Ricardo Darín, Gastón Pauls, Leticia Brédice, Gabo Correa"
21979,5320,Spooky House (2000),Children,160905,110989.0,False,US,Spooky House,2.0764,,,2002-04-19,,"Did someone say ""Hocus Pocus""?",6.0,21,"Ben Kingsley, Mercedes Ruehl, Matt Weinberg, Jason Fuchs"
21980,5321,"Triumph of Love, The (2001)",Comedy,253840,35337.0,False,IT,The Triumph of Love,0.9427,"Odeon Film, Recorded Picture Company, Medusa Film, Navert Film, Fiction","United Kingdom, Italy, Germany",2001-09-07,"English, Français","Seduction, persuasion and utter confusion...a romantic comedy that aims for the heart.",6.2,19,"Mira Sorvino, Ben Kingsley, Fiona Shaw, Rachael Stirling"
21981,5322,World Traveler (2001),Drama,262911,59199.0,False,US,World Traveler,1.7696,"Eureka Pictures, IFC Productions, Alliance Atlantis, Process Productions","United States of America, Canada",2002-04-19,English,ever wander?,4.2,19,"Billy Crudup, Julianne Moore, Cleavant Derricks, Liane Balaban"
21982,5323,Jason X (2002),Horror|Sci-Fi|Thriller,211443,11470.0,False,US,Jason X,3.3608,"Crystal Lake Entertainment, Sean S. Cunningham Films",United States of America,2001-11-09,English,Evil gets an upgrade.,4.854,1405,"Kane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg"
21983,5324,Life or Something Like It (2002),Comedy|Romance,282687,16643.0,False,US,Life or Something Like It,9.1514,"Monarchy Enterprises S.a.r.l., Regency Enterprises, Davis Entertainment, New Regency Pictures, Epsilon Motion Pictures, Atchity Entertainment International (AEI), 20th Century Fox","Canada, United States of America",2002-04-24,English,Destiny is what you make of it.,5.674,524,"Angelina Jolie, Edward Burns, Tony Shalhoub, Christian Kane"
21984,5325,Dogtown and Z-Boyz (2001),Documentary,275309,1282.0,False,US,Dogtown and Z-Boys,1.2976,"Agi Orsi Productions, Vans (US)",United States of America,2002-05-10,English,The birth of extreme,7.016,152,"Jay Adams, Tony Alva, Stacy Peralta, Steve Caballero"
21985,5326,"Frank McKlusky, C.I. (2002)",Comedy,281865,21220.0,False,US,"Frank McKlusky, C.I.",2.6886,"Robert Simonds Productions, Touchstone Pictures",United States of America,2002-04-26,English,Accidents Will Happen,4.2,18,"Dave Sheridan, Cameron Richardson, Randy Quaid, Dolly Parton"
21986,5327,In Praise of Love (Éloge de l'amour) (2001),Drama,181912,52717.0,False,FR,Éloge de l'amour,0.4914,"Avventura Films, Périphéria, ARTE France Cinéma, Vega Film, TSR, DFI","France, Qatar, Switzerland",2001-05-16,"English, Français, Deutsch",,6.6,40,"Bruno Putzulu, Cécile Camp, Jean Davy, Françoise Verny"
21987,5328,Rain (2001),Drama|Romance,287645,69324.0,False,NZ,Rain,0.6297,"New Zealand Film Commission, Communicado Productions, Rain Film Productions, Rose Road",New Zealand,2001-09-01,English,Be careful what your heart desires.,5.684,19,"Alicia Fulford-Wierzbicki, Sarah Peirse, Alistair Browning, Marton Csokas"
21988,5329,"Salton Sea, The (2002)",Crime|Drama|Thriller,235737,11468.0,False,US,The Salton Sea,1.3902,"Humble Journey Films, Castle Rock Entertainment, Darkwoods Productions",United States of America,2002-02-12,English,"If you're looking for the truth, you've come to the wrong place.",6.585,324,"Val Kilmer, Vincent D'Onofrio, Adam Goldberg, Luis Guzmán"
21989,5330,Some Body (2001),Drama,274868,292917.0,False,US,Some Body,0.355,"Next Wave Films, Rhythm Films, Cubano Films",United States of America,2001-01-19,English,,5.0,2,"Stephanie Bennett, Billy Ray Gallion, Laura Katz, Sean Michael Allen"
21990,5331,Vulgar (2000),Drama,120467,19085.0,False,US,Vulgar,1.1378,"Chango Productions, Shongo Filmworks Ltd., View Askew Productions",United States of America,2002-04-26,English,Everyone loves a clown... some more than others.,5.4,46,"Brian O'Halloran, Bryan Johnson, Jerry Lewkowitz, Ethan Suplee"
21991,5332,"Aviator, The (1985)",Adventure,88758,73462.0,False,US,The Aviator,1.9502,Mace Neufeld Productions,United States of America,1985-03-01,English,,5.6,33,"Christopher Reeve, Rosanna Arquette, Jack Warden, Sam Wanamaker"
21992,5333,Bob le Flambeur (1955),Crime|Drama,47892,26030.0,False,FR,Bob le flambeur,1.2917,"Productions Cyme, Mondial, Play Art",France,1956-08-24,"English, Français",,7.308,265,"Roger Duchesne, Isabelle Corey, Daniel Cauchy, Gérard Buhr"
21993,5334,Cadillac Man (1990),Comedy|Crime,99204,10164.0,False,US,Cadillac Man,1.0865,Orion Pictures,United States of America,1990-05-18,English,If you can't trust a car salesman who can you trust?,5.825,263,"Robin Williams, Tim Robbins, Pamela Reed, Fran Drescher"
21994,5335,"Coca-Cola Kid, The (1985)",Comedy|Romance,88931,42048.0,False,AU,The Coca-Cola Kid,3.2299,"Grand Bay Films International Pty., Australian Film Commission, Cinema Enterprises",Australia,1985-07-14,English,A movie felt never so refreshing!,5.463,54,"Eric Roberts, Greta Scacchi, Bill Kerr, Chris Haywood"
21995,5336,Cuba (1979),Action|Adventure|War,79013,62001.0,False,US,Cuba,2.4469,United Artists,United States of America,1979-12-21,"Deutsch, Español, Français, English",Part Heaven... Part Hell... Pure Havana.,5.5,49,"Sean Connery, Brooke Adams, Jack Weston, Héctor Elizondo"
21996,5337,Delirious (1991),Comedy,101701,28117.0,False,US,Delirious,4.417,Metro-Goldwyn-Mayer,United States of America,1991-08-09,English,A comedy about a soap opera writer who's typing without a ribbon.,5.625,136,"John Candy, Mariel Hemingway, Emma Samms, Raymond Burr"
21997,5338,Full Moon in Blue Water (1988),Drama,95186,40555.0,False,US,Full Moon in Blue Water,1.7797,"The Turman-Foster Company, Trans World Entertainment",United States of America,1988-11-23,English,"The full moon is for lovers and lunatics. Every night there's a full moon in Blue Water, Texas.",6.2,16,"Gene Hackman, Teri Garr, Burgess Meredith, Elias Koteas"
21998,5339,Husbands and Wives (1992),Comedy|Drama,104466,28384.0,False,US,Husbands and Wives,1.1,"TriStar Pictures, Jack Rollins & Charles H. Joffe Productions",United States of America,1992-09-18,English,"A hilarious comedy about being married, being single, sex and life in New York.",7.019,469,"Woody Allen, Mia Farrow, Judy Davis, Sydney Pollack"
21999,5340,Joe (1970),Drama,65916,46691.0,False,US,Joe,2.4362,The Cannon Group,United States of America,1970-07-15,"Deutsch, English",Keep America beautiful.,6.555,64,"Peter Boyle, Dennis Patrick, Susan Sarandon, Patrick McDermott"
22000,5341,Lenny (1974),Drama,71746,27094.0,False,US,Lenny,3.4549,Marvin Worth Productions,United States of America,1974-11-10,English,"Lenny Said It. ""Hot Honey"" Did It. Together They Shocked America.",7.3,272,"Dustin Hoffman, Valerie Perrine, Jan Miner, Stanley Beck"
22001,5342,Nomads (1986),Horror|Mystery|Thriller,91647,26725.0,False,US,Nomads,3.0707,Cinema 7,United States of America,1986-03-07,"English, Français",A terrifying story of the supernatural,4.859,110,"Lesley-Anne Down, Pierce Brosnan, Anna Maria Monticelli, Frances Bay"
22002,5343,"Temp, The (1993)",Drama|Thriller,108311,17168.0,False,US,The Temp,4.7087,Paramount Pictures,United States of America,1993-02-12,English,Don't get mad. Get promoted.,4.6,63,"Timothy Hutton, Lara Flynn Boyle, Dwight Schultz, Oliver Platt"
22003,5344,Thief of Hearts (1984),Drama|Thriller,88256,48482.0,False,US,Thief of Hearts,1.806,"Paramount Pictures, Don Simpson/Jerry Bruckheimer Films",United States of America,1984-10-19,English,"In the night, secrets are stolen.",5.3,39,"Steven Bauer, Barbara Williams, John Getz, David Caruso"
22004,5345,Triumph of the Spirit (1989),Drama,98513,56179.0,False,US,Triumph of the Spirit,2.8907,Nova International Films,United States of America,1989-12-08,"English, Deutsch",Win and he lives to fight again. Lose and his family dies with him.,6.6,53,"Willem Dafoe, Edward James Olmos, Robert Loggia, Wendy Gazelle"
22005,5346,Wild Orchid (1990),Drama|Romance,100934,5203.0,False,US,Wild Orchid,3.6283,Vision P.D.G.,United States of America,1989-12-22,"English, Português",An adventure of the senses.,5.243,280,"Carré Otis, Mickey Rourke, Jacqueline Bisset, Assumpta Serna"
22006,5347,Deuces Wild (2002),Drama,231448,13201.0,False,US,Deuces Wild,0.8878,"United Artists, CineWild, Cinerenta, Eternity Pictures, Presto Productions, The Antonia Company, Unity Productions, Metro-Goldwyn-Mayer","Germany, United States of America",2002-05-03,English,Before gangs had guns...they fought with guts.,5.653,98,"Stephen Dorff, Fairuza Balk, Brad Renfro, Norman Reedus"
22007,5348,Hollywood Ending (2002),Comedy|Drama,278823,9689.0,False,US,Hollywood Ending,4.334,"DreamWorks Pictures, Gravier Productions, Capitol Films",United States of America,2002-05-03,"普通话, English",It's going to be a shot in the dark!,6.523,506,"Woody Allen, George Hamilton, Téa Leoni, Debra Messing"
22008,5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,145487,557.0,False,US,Spider-Man,29.4706,"Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",United States of America,2002-05-01,English,Go for the ultimate spin.,7.31,19570,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco"
